"RECT";"N";"biom";"meanW"
"42G6";9.916013922;49.2183758341184;4.96352427712116
"42G7";197.040692495;5690.20374561875;28.8783178416973
"43G7";2687.49095401;66503.8299885181;24.7456944512829
"44G7";730.385279467;17723.0699631587;24.2653712518579
"44G8";687.670789906;16620.358851128;24.1690633004783
"45G7";315.978638506;6019.61099164087;19.050689692514
"45G8";311.614568094;6044.78743375902;19.3982825345174
"46G8";377.343154088;9459.4464389407;25.068551890926
