"RECT";"N";"biom";"meanW"
"42G6";479.42;14719.8147784008;30.7033807066889
"42G7";4066.11;115859.998513045;28.494063985737
"43G7";5570.53;153790.089729896;27.6078020816504
"44G7";771.12;15169.5878582303;19.6721494167319
"44G8";1920.96;36575.065345412;19.0399932041333
"45G7";994.39;22166.8260938271;22.2918835606021
"45G8";500.68;10534.5896083878;21.040564049668
"46G8";1825.81;32777.2996652225;17.952196375977
