"RECT";"N";"biom";"meanW"
"42G6";814.804513689;18125.0432214207;22.2446524496535
"42G7";2070.71431745;47958.7900424541;23.1605053571626
"43G7";491.268373771;8638.11321478891;17.5832878238881
"44G7";722.753340967;13093.5400542901;18.1161944360876
"44G8";412.842055406;7469.46062608645;18.0927803460836
"45G7";1693.25792793;23810.3391417122;14.0618500873167
"45G8";906.426971992;16401.3547480523;18.094513132159
"46G8";543.27815721;7856.94863935842;14.4621103114245
